"Family","Genus","Species","ID","Agei","Ri","Agecpt","Rcpt","Lcpt","L0p","R0p","Li_sp_m","Li_sp_sd","Li_sploc_m","Li_sploc_sd","Weight","Location","Observer"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",1,0.304837198486132,14,0.644019603226971,206.451,1.7,0.016,136.588352016073,7.13561075486332,140.345805635885,10.2200788891409,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",2,0.35492321957436,14,0.644019603226971,206.451,1.7,0.016,149.051599911556,6.26084372347208,152.296249003156,8.96893647854006,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",3,0.396160785649263,14,0.644019603226971,206.451,1.7,0.016,158.571675467186,5.46825285009129,161.372191178177,7.83612740207864,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",4,0.434240562973925,14,0.644019603226971,206.451,1.7,0.016,166.869296103614,4.6934187377328,169.248814142298,6.72852717995158,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",5,0.462938672214164,14,0.644019603226971,206.451,1.7,0.016,172.850497680145,4.0879619104185,174.908253252393,5.86264478189154,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",6,0.481637882937046,14,0.644019603226971,206.451,1.7,0.016,176.634199459944,3.68514097093384,178.480886029089,5.28629051784932,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",7,0.497985780641197,14,0.644019603226971,206.451,1.7,0.016,179.873840673933,3.32825097737542,181.535339520771,4.77544836991153,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",8,0.521044483256615,14,0.644019603226971,206.451,1.7,0.016,184.341640038149,2.81818331182895,185.741192813624,4.04498459498631,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",9,0.54399731939121,14,0.644019603226971,206.451,1.7,0.016,188.678102212643,2.30358686949844,189.816377493161,3.30756331214417,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",10,0.565233472953917,14,0.644019603226971,206.451,1.7,0.016,192.598142127207,1.82211605189166,193.494470161082,2.61715491561444,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",11,0.58253860618222,14,0.644019603226971,206.451,1.7,0.016,195.730840002727,1.4263823025552,196.43000243326,2.04934441982216,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",12,0.600504578481781,14,0.644019603226971,206.451,1.7,0.016,198.927527821284,1.01264503251594,199.42209890677,1.4553574958675,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_008",14,0.644019603226971,14,0.644019603226971,206.451,1.7,0.016,206.451,7.48804729494362e-14,206.451,8.3772581953071e-14,141.3,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_009",0,0.015,2,0.485565711590044,188.684,1.7,0.015,1.7,1.76376993863272e-14,1.7,3.19587824321067e-14,116,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_009",1,0.411777450980125,2,0.485565711590044,188.684,1.7,0.015,172.151744452318,2.15737482207294,173.202073731526,3.09491177632175,116,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_009",2,0.452171789162282,2,0.485565711590044,188.684,1.7,0.015,181.389185507351,0.988590877761417,181.864810996954,1.41979069437653,116,"Manuae","Jean Bienvenu"
"Acanthuridae","Acanthurus","Acanthurus achilles","AC_AC_SC_03_16_010",0,0.01,4,0.525556771999674,192.806,1.7,0.01,1.7,1.63291559921865e-14,1.7,2.8650258549343e-14,106.8,"Manuae","Jean Bienvenu"
